query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
Where were Native Americans forced to live after they lost their land?,reservations,0.662632108,0.79949379,1,0.05,0,0.851964355,0.79949379,1,0.2,0
How much land did the Native Americans own in 1934?,52 million acres,0.533568263,0.797522664,1,0.086956522,1,0.878896594,0.68882066,1,0.181818182,1
"In relation to whites, what was the poverty rate for Native Americans in 1990?",more than triple,0.700016975,0.882077932,1,0.068965517,0,0.891218424,0.882077932,1,0.222222222,0
What form of discrimination did early Asian immigrants experience?,not having the ability to become naturalized citizens,0.779532611,0.849140227,1,0.055555556,0,0.664935768,0.859281361,0,0,0
What law type did Asian immigrants struggle with?,school segregation,0.492034703,0.405566305,1,0.058823529,0,0.492034703,0.405566305,1,0.058823529,0
Which piece of legislature marked the start of discrimination against Asians?,Chinese Exclusion Act of 1882,0.695494354,0.678707421,1,0.058823529,0.5,0.861161768,0.678707421,1,0.076923077,0.5
Which bill was passed in an attempt to limit or prevent Asian immigration?,Immigration Act of 1924,0.661294937,0.761385798,1,0.058823529,1,0.678520322,0.728863895,1,0.058823529,1
"According to studies, what are Asians perceived to be lacking?",communication skills and personality,0.609094381,0.844622731,1,0.1,0,0.609094381,0.844622731,1,0.1,0
What is one of the issues with affirmative action?,inherently unequal,0.771283865,0.785539925,0,0,0,0.816148281,0.780211449,0,0,0
How do people who are in favor of affirmative action view it?,an effort towards inclusion rather than a discriminatory practice,0.764294088,0.844546854,0,0,0,0.776161671,0.848949313,0,0,0
What does affirmative action supposedly aim to do?,overcome prejudicial treatment through inclusion,0.787045717,0.791213572,0,0,0,0.708519459,0.737748504,0,0,0
What do proponents of affirmative action believe is the best way to combat exclusionary practices?,make special efforts at inclusion,0.681443632,0.662712812,0,0,0,0.680077016,0.915831566,0,0,0
Which President made their stance on affirmative action clear in 1995?,Bill Clinton,0.766679764,0.809744596,0,0,1,0.297786236,0.282926202,0,0,0
How long after his inauguration was Bill Clinton's speech?,two and a half years,0.611950636,0.88543582,0,0,0,0.302858293,0.373880327,0,0,0
Which speech did Bill Clinton's speech draw parallels to?,"President Lyndon B. Johnson's ""Freedom is not Enough""",0.673281193,0.787100613,0,0,0,0.673281193,0.787100613,0,0,0
What did President Clinton claim would not be enough to give everyone in American equality?,just outlawing discrimination,0.671850383,0.732915103,0.5,0.111111111,0,0.625657141,0.804086268,0.5,0.111111111,0
What was President Clinton's response to the claim that affirmative action was hurting the white middle class.,the policy was not the source of their problems,0.71981746,0.891655803,1,0.111111111,0,0.829736054,0.790151,1,0.25,0
Where was the National Conference of State Legislatures held in 2014?,Washington D.C.,0.451815128,0.793787956,0.5,0.052631579,0,0.451815128,0.793787956,0.5,0.052631579,0
What did proponents of affirmative action claim some of the effects of policies that support affirmative action had done?,help to open doors for historically excluded groups in workplace settings and higher education,0.657020807,0.686576068,0,0,0,0.842698872,0.734403849,0,0,0
What has the concept of workplace diversity caused employers to do?,actively seek to promote an inclusive workplace,0.811222672,0.850891888,0,0,0,0.815649152,0.787458897,0,0,0
Having a diverse workplace allows for employers to do what?,draw in talent and ideas from all segments of the population,0.682813585,0.809879899,0,0,0,0.677271247,0.753644824,0,0,0
Which organization claims that private sector employers believe having a diverse workplace is beneficial?,U.S. Equal Employment Opportunity Commission,0.728681803,0.827072501,0,0,0,-0.016295005,0.005180474,0,0,0
What does AAUP stand for?,American Association of University Professors,0.548927188,0.821146607,0,0,0,0.548927188,0.821146607,0,0,0
What were the effects of affirmative action on universities according to the study done by the AAUP?,positive effects on the educational outcomes and experiences of college students,0.757314563,0.796641946,0,0,0,0.799623609,0.698466063,0,0,0
What did a study claim about the beliefs of faculty members on increased diversity?,helps students to reach the essential goals of a college education,0.757853031,0.679041028,0,0,0,0.837196231,0.696558237,0,0,0
Who supposedly suffers no detrimental effects from classroom diversity?,Caucasian students,0.607293487,0.736789823,0,0,0,0.765840113,0.649611294,0,0,0
In which year did the AAUP release their study?,2000,0.395235747,0.90913105,0,0,1,0.133081183,0.174988598,1,0.2,0
Who claims that artificially raising minority students into schools has a negative effect on them?,Richard Sander,0.782109261,0.623138785,0,0,0,-0.030429289,0.016475335,0,0,0
What was a negative effect of affirmative action according to Richard Sander?,high dropout rates,0.725549877,0.87247926,0,0,0,0.705369949,0.853738308,0,0,0
Where do half of the black college students rank in terms of their performance relative to the rest of their class?,bottom 20 percent,0.659983635,0.839625001,0,0,1,0.806886792,0.852366686,0,0,1
What is the failure rate for black law school graduates compared to whites for the bar exam?,four times,0.106218927,0.237699553,0,0,1,0.014035558,-0.024667092,0,0,1
Which idea is the controversy of affirmative action primarily based upon?,class inequality,0.778248012,0.811071992,0,0,0,0.322414011,0.437374502,0,0,0
"Other than African Americans, who do detractors of affirmative action claim benefit most from affirmative action?",Hispanic Americans,0.215350613,0.348424405,0,0,0,0.536398947,0.495822489,1,0.2,1
At who's expense other than Asian Americans are upper-class African Americans and Hispanic Americans supposedly benefiting?,lower-class European Americans,0.653087616,0.893919468,1,0.444444444,1,0.588851094,0.858909845,1,0.444444444,1
What do some people believe should be the basis for affirmative action instead of race based legislation?,class-based affirmative action,0.738763332,0.838124394,0,0,0,0.709153533,0.881357551,0,0,0
Who primarily makes up America's poor group?,people of color,0.559276462,0.3837277,0,0,0,0.639992118,0.787181139,0,0,0
Where were the Italian American professors employed that asked to be added as an affirmative action category?,City University of New York,0.600070953,0.656602323,1,0.142857143,1,0.23830156,0.67947638,0,0,0
Which year did the Italian American Professors make their request?,1976,0.050257452,0.142752454,1,0.058823529,0,0.050257452,0.142752454,1,0.058823529,0
What category of race do Italian Americans normally fall under?,white,0.611876965,0.648566127,1,0.111111111,0,0.621735632,0.643291533,1,0.111111111,0
What was the title of the book written by Thomas Sowell?,Affirmative Action Around the World: An Empirical Study,0.767117381,0.665047526,1,0.111111111,0,0.766706288,0.670344949,1,0.1,0
Why would Italian Americans want to get themselves designated as members of a preferred group?,to take advantage of group preference policies,0.762357593,0.842172205,1,0.25,0,0.762357593,0.842172205,1,0.25,0
What book did Frederick Lynch author?,Invisible Victims: White Males and the Crisis of Affirmative Action,0.332817525,0.108206242,1,0.142857143,0,0.415130317,0.677246451,0,0,0
What did white males feel was happening to them as a result of affirmative action?,reverse discrimination,0.623049617,0.813497305,0,0,0,0.668050408,0.820941031,0,0,0
What moral position does Shelby Steele hold?,against affirmative action,0.641575575,0.742141426,1,0.125,0,0.641004026,0.741924644,1,0.125,0
What does Shelby Steele believe that the true concept of affirmative action is?,enforcing equal opportunity,0.791716039,0.848738432,1,0.166666667,0,0.651615858,0.844651759,0,0,0
Which book did Terry Eastland write?,From Ending Affirmative Action: The Case for Colorblind Justice,0.812077284,0.559970319,1,0.125,0,0.812077284,0.559970319,1,0.125,0
"Outside of promoting diversity, was does Eastland believe the other reason to be in favor of affirmative action is?",remedying past discrimination,0.789823174,0.94182086,1,0.142857143,0,0.842161834,0.735596895,1,0.25,0
What did Eastland believe the founders of affirmative action did not consider?,how the benefits of affirmative action would go to those who did not need it,0.660507679,0.856579423,1,0.125,0,0.786677003,0.844419956,0,0,0
Why does Sowell believe that there is little to no incentive for the preferred minority groups to perform at their best?,because doing so is unnecessary,0.681423903,0.878480673,1,0.25,0,0.700539351,0.879539549,1,0.25,0
What argument does Sowell make in his claim that non - preferred minorities have less incentive to perform at their best?,because it can prove futile,0.722691119,0.897268653,1,0.25,0,0.721861124,0.897348881,1,0.25,0
What is a definition of reverse discrimination?,a policy or practice in which members of a majority are discriminated against in favor of a historically disadvantaged group or minority,0.708582044,0.847124934,0,0,0,0.875185192,0.83543545,0,0,0
What do some commentators claim the irony of policies resulting from affirmative action is?,these policies are just another form of discrimination,0.699367642,0.804598093,0,0,0,0.730110884,0.846141458,0,0,0
Who is an example of someone that states that affirmative action is another form of discrimination?,Ward Connerly,0.617393196,0.745805681,0,0,0,0.060319103,0.048702117,0,0,0
What does the opposition of affirmative action believe should be the main key in determining acceptance in employment or education?,merit,0.518911004,0.640810609,0,0,0,0.598965526,0.88323468,0,0,0
An argument against affirmative action is that it encourages what?,mediocrity and incompetence,0.700871885,0.864469111,0,0,0,0.851547837,0.800656259,0,0,0
What is a typical argument in favor of affirmative action?,compensation argument,0.787914157,0.839112759,0,0,0,0.887121499,0.852546573,0,0,0
"In the compensation argument, who should supposedly have to make up for past discrimination against blacks?",society today should compensate for the injuries,0.636357427,0.716467679,0,0,1,0.638596177,0.701259255,0,0,1
Which argument is being made by those who oppose affirmative action in relation to the compensation argument?,preferential treatment for this same trait is illogical,0.69827944,0.862228751,0,0,0,0.617833853,0.616744459,0,0,0
"In terms of whites, what is an argument that is used to try and refute the benefits of affirmative action as it relates to the compensation argument?",whites today who innocently benefited from past injustices should not be punished for something they had no control over,0.586099327,0.720926583,0,0,1,0.534595966,0.668407202,0,0,1
"According to opposition believers, who should be punished for discrimination?",people who willingly and knowingly benefited from discriminatory practices,0.482214272,0.818604708,0,0,0,0.482214272,0.818604708,0,0,0
"Other than failing to achieve its goal, what else do opponents to affirmative action claim it has?",undesirable side-effects,0.735401392,0.738183022,0,0,0,0.779409051,0.659037828,0,0,0
"Other than benefiting more privileged people within minority groups, what is another argument against affirmative action?",may increase racial tension,0.700734735,0.906888843,0,0,0,0.827207923,0.798345387,0,0,0
When was there a vote regarding affirmative action in Michigan?,2006,0.7067945,0.934249043,1,0.0625,1,0.020256858,0.16175957,1,0.166666667,1
How many Michigan voters elected to ban affirmative action for university admissions?,60%,0.095532492,0.181794822,1,0.0625,0,0.339216679,0.181794822,1,0.25,0
Which court case featured an unprecedented and controversial decision?,Grutter v. Bollinger,0.710282505,0.664188921,0,0,0,0.710282505,0.664188921,0,0,0
Where are racial preferences highlighted the most in the United States?,admission to universities and other forms of higher education,0.658669353,0.949208379,0,0,0,0.67043978,0.088131689,0,0,0
What is another term for kids who get preferential treatment due to their parents attending the same university?,legacy admissions,0.476350576,0.854150057,0,0,0,0.476350576,0.854150057,0,0,0
Which case that went to the Supreme Court resulted in a decision regarding public universities and affirmative action?,Bakke v. Regents,0.707620263,0.769356966,0,0,0,0.102472946,0.043735139,1,0.111111111,0
What are public universities not allowed to do?,set specific numerical targets based on race for admissions or employment,0.533468366,0.586904764,0,0,0,0.533468366,0.586904764,0,0,0
"Instead of being allowed to set numerical targets, what did the Court rule that universities are allowed to do?","""goals"" and ""timetables"" for diversity could be set",0.389951348,0.52760458,1,0.066666667,0,0.389951348,0.52760458,1,0.066666667,0
What does the racial preferences debate indicate about universities and colleges?,competing notions of the mission of colleges,0.734417796,0.866820335,0,0,0,0.793204308,0.706121683,0,0,0
What claim did Ronald Dworkin make about the expectations that a college application should not have?,a right to expect that a university will design its admissions policies in a way that prizes any particular set of qualities,0.622611165,0.744324505,1,0.111111111,0,0.584684372,0.731334507,1,0.111111111,0
